Name,Position,Appearances,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed Clearance,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Clean sheets,Goals Conceded,Own goals,Last man tackles,Clearances off line
Alex Kirk,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Jakub Kiwior,Defender,7,1,,0,1,0,,,,,,0,,0,196,28.00,0,1,0%,1,1,0,0,1,0,7,71%,0,6,10,4,20,17,14,1,8,10,0,,,,,,,,,1,6,0,0,0
Kristoffer Klaesson,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Mateusz Klich,Midfielder,14,0,0.00,0,0,0,0,0,4,1,25%,0,0,0,136,9.71,0,8,13%,0,3,2,0,10,0,12,67%,2,0,1,0,24,18,23,2,1,2,0,,,,,,,,,,,,,
Ben Knight,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Anthony Knockaert,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Robin Koch,Defender,36,0,,0,0,0,,,,,,0,,0,"1,589",44.14,0,1,0%,2,90,7,0,35,1,53,57%,4,43,147,78,193,182,139,1,111,69,0,,,,,,,,,5,74,1,0,1
Sead Kolasinac,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Ibrahima Konaté,Defender,18,0,,0,0,0,,,,,,0,,0,"1,130",62.78,1,1,0%,2,34,5,0,29,1,38,68%,5,26,56,27,107,109,60,10,46,14,2,,,,,,,,,7,22,1,0,1
Terence Kongolo,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Ezri Konsa,Defender,38,0,,0,0,0,,,,,,0,,0,"1,872",49.26,2,4,50%,1,57,6,0,12,0,42,48%,2,26,114,54,164,166,65,5,57,38,0,,,,,,,,,11,45,0,0,1
Kalidou Koulibaly,Defender,23,2,,0,1,1,,,,,,0,,1,"1,450",63.04,0,4,25%,0,66,5,1,22,0,45,69%,1,29,72,27,126,91,68,4,33,28,0,,,,,,,,,5,22,0,3,2
Billy Koumetio,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Cheikhou Kouyaté,Midfielder,21,1,0.05,1,0,0,0,0,6,5,83%,0,0,0,245,11.67,1,0,0%,0,12,3,0,22,1,29,72%,1,10,23,13,56,66,43,7,18,8,0,,,,,,,,,,,,,
Mateo Kovacic,Midfielder,27,1,0.04,0,1,0,0,0,23,2,9%,0,2,2,"1,309",48.48,4,6,17%,10,45,8,0,18,0,36,67%,11,19,16,6,121,77,86,19,10,10,0,,,,,,,,,,,,,
Matej Kovár,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Kacper Kozlowski,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Emil Krafth,Defender,1,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Alex Král,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Rasmus Kristensen,Defender,26,3,,0,3,0,,,,,,0,,1,833,32.04,2,35,17%,0,31,4,0,19,1,62,56%,2,35,55,21,119,109,92,7,34,27,0,,,,,,,,,1,53,0,3,1
Victor Kristiansen,Defender,12,0,,0,0,0,,,,,,1,,1,364,30.33,1,29,28%,1,14,2,0,17,0,38,61%,1,3,22,5,53,63,55,7,9,15,1,,,,,,,,,0,21,0,0,0
Dejan Kulusevski,Midfielder,30,2,0.07,0,0,2,0,0,43,10,23%,0,1,7,676,22.53,6,62,27%,5,10,2,0,36,3,38,39%,21,13,6,0,145,118,172,52,4,7,0,,,,,,,,,,,,,
Garang Kuol,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Layvin Kurzawa,Defender,3,0,,0,0,0,,,,,,0,,0,27,9.00,0,2,50%,0,0,1,0,1,0,3,67%,0,2,2,1,5,5,6,2,0,2,0,,,,,,,,,0,4,0,0,0
Alexandre Lacazette,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Levi Laing,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Ethan Laird,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Adam Lallana,Midfielder,16,2,0.13,1,1,0,0,0,8,5,63%,0,1,1,310,19.38,0,3,67%,0,2,0,0,2,0,9,44%,0,2,1,0,25,27,32,3,8,9,0,,,,,,,,,,,,,
Tariq Lamptey,Defender,20,0,,0,0,0,,,,,,0,,0,232,11.60,0,31,16%,1,4,1,0,6,0,11,55%,1,7,2,1,31,35,30,8,2,7,0,,,,,,,,,0,7,0,0,0
Daniel Langley,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Will Lankshear,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Manuel Lanzini,Midfielder,10,1,0.10,0,0,1,0,0,3,1,33%,0,0,0,173,17.30,1,2,0%,0,4,0,0,1,2,2,100%,2,2,0,0,21,6,10,1,1,2,0,,,,,,,,,,,,,
Aymeric Laporte,Defender,12,0,,0,0,0,,,,,,0,,0,947,78.92,0,6,0%,1,26,0,0,5,1,11,73%,3,3,30,19,55,44,29,2,24,19,0,,,,,,,,,3,10,0,0,0
Juan Larios,Defender,5,0,,0,0,0,,,,,,0,,0,55,11.00,0,4,25%,0,1,0,0,1,0,7,86%,0,3,3,1,9,12,9,3,2,5,0,,,,,,,,,0,2,0,0,0
Richie Laryea,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Jamaal Lascelles,Defender,7,0,,0,0,0,,,,,,0,,0,93,13.29,0,0,0%,0,5,4,0,6,0,1,0%,1,0,17,13,5,8,9,0,6,3,0,,,,,,,,,0,5,0,0,0
Roméo Lavia,Midfielder,29,1,0.03,0,1,0,0,0,12,3,25%,0,0,0,991,34.17,0,3,67%,5,47,9,0,28,0,60,58%,6,33,23,5,187,143,113,28,8,10,1,,,,,,,,,,,,,
Marcel Lavinier,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Nico Lawrence,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Zan-Luk Leban,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Dexter Lembikisa,Defender,1,0,,0,0,0,,,,,,0,,0,11,11.00,0,1,0%,0,0,0,0,0,0,0,0%,0,0,0,0,2,0,1,0,0,1,0,,,,,,,,,0,1,0,0,0
Clément Lenglet,Defender,26,0,,0,0,0,,,,,,0,,2,"1,438",55.31,1,16,38%,5,77,4,0,23,0,38,61%,7,18,67,43,119,105,81,7,43,28,0,,,,,,,,,1,35,0,0,0
Bernd Leno,Goalkeeper,36,0,,,,,,,,,,,,0,"1,205",33.47,,,,,159,3,0,1,,,,,,,,,,,,,,1,144,1,8,30,7,25,190,242,8,51,0,,
Léo Bonatini,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Marc Leonard,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jefferson Lerma,Midfielder,37,5,0.14,0,4,1,0,0,35,12,34%,0,3,0,"1,587",42.89,4,11,18%,7,46,7,0,37,2,50,60%,3,47,87,51,259,159,127,14,62,41,1,,,,,,,,,,,,,
Thakgalo Leshabela,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Rico Lewis,Defender,14,0,,0,0,0,,,,,,0,,0,638,45.57,2,5,60%,1,7,1,0,10,0,16,56%,1,6,12,4,43,42,37,8,0,6,0,,,,,,,,,1,8,0,0,0
Lewis Miley,Midfielder,1,0,0.00,0,0,0,0,0,1,0,0%,1,0,0,6,6.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
Keane Lewis-Potter,Forward,10,0,0.00,0,0,0,0,0,7,2,29%,0,2,1,76,7.60,2,8,,,,0,0,1,1,1,,3,0,2,1,,,,,,,,,,,,,,,,,,,,
Myles Lewis-Skelly,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Victor Lindelöf,Defender,20,0,,0,0,0,,,,,,0,,0,928,46.40,0,1,0%,2,25,1,0,10,0,22,77%,0,21,63,35,84,61,41,2,33,20,0,,,,,,,,,5,16,0,0,0
Hayden Lindley,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jesse Lingard,Midfielder,17,0,0.00,0,0,0,0,0,10,2,20%,0,0,0,282,16.59,0,5,20%,1,9,1,0,8,2,4,100%,6,5,4,1,39,20,31,6,1,3,0,,,,,,,,,,,,,
Mateusz Lis,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Lisandro Martínez,Defender,27,1,,1,0,0,,,,,,1,,0,"1,518",56.22,0,0,0%,7,68,6,0,21,0,54,52%,3,33,97,46,164,110,73,14,32,31,0,,,,,,,,,8,33,0,0,0
Tino Livramento,Defender,2,0,,0,0,0,,,,,,0,,0,19,9.50,0,0,0%,0,0,0,0,0,0,2,50%,0,2,3,2,4,6,1,2,0,1,0,,,,,,,,,0,0,0,0,0
Diego Llorente,Defender,8,0,,0,0,0,,,,,,0,,0,427,53.38,0,1,0%,0,23,1,0,6,0,13,77%,1,15,24,11,57,35,19,2,18,7,2,,,,,,,,,1,12,0,0,0
Hugo Lloris,Goalkeeper,25,0,,,,,,,,,,,,0,616,24.64,,,,,109,0,0,0,,,,,,,,,,,,,,5,79,0,7,17,1,7,109,186,7,39,1,,
Giovani Lo Celso,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jürgen Locadia,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Ruben Loftus-Cheek,Midfielder,25,0,0.00,0,0,0,0,0,9,2,22%,0,1,1,851,34.04,2,19,11%,1,16,1,0,10,1,25,56%,5,12,22,15,101,113,91,32,22,26,0,,,,,,,,,,,,,
Joe Lolley,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Andy Lonergan,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Shane Long,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Emmanuel Longelo,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Sean Longstaff,Midfielder,33,1,0.03,0,1,0,0,0,33,7,21%,1,5,4,"1,125",34.09,6,30,27%,7,47,2,0,29,5,42,50%,15,16,22,16,141,112,132,8,24,28,0,,,,,,,,,,,,,
Ademola Lookman,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Jonas Lössl,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Jamal Lowe,Forward,2,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,4,2.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Lucas Moura,Forward,15,1,0.07,0,1,0,0,0,4,1,25%,0,0,0,75,5.00,0,9,,,,0,1,3,0,8,,2,2,0,0,,,,,,,,,,,,,,,,,,,,
Lucas Paquetá,Midfielder,28,4,0.14,1,1,2,1,0,53,16,30%,2,3,3,"1,125",40.18,3,22,18%,13,46,5,0,50,1,71,75%,15,16,31,20,144,172,187,35,36,32,0,,,,,,,,,,,,,
Luizão,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Romelu Lukaku,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Sasa Lukic,Midfielder,12,0,0.00,0,0,0,0,0,5,1,20%,0,0,0,216,18.00,0,2,50%,0,5,1,0,13,0,8,38%,2,5,3,1,28,26,24,4,4,5,0,,,,,,,,,,,,,
Lyanco,Defender,21,1,,1,0,0,,,,,,0,,1,502,23.90,0,7,14%,3,32,4,0,16,1,24,67%,1,20,61,29,83,67,47,8,25,19,2,,,,,,,,,0,26,0,0,1
Lyle Taylor,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Brooklyn Lyons-Foster,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Ian Maatsen,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Isaac Mabaya,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Alexis Mac Allister,Midfielder,35,10,0.29,1,8,0,6,1,86,34,40%,1,5,2,"1,803",51.51,4,29,28%,15,65,8,0,35,0,70,56%,20,22,10,2,213,194,144,42,25,16,1,,,,,,,,,,,,,
James Maddison,Midfielder,30,10,0.33,0,8,2,1,2,85,29,34%,1,6,9,"1,013",33.77,12,123,28%,13,52,10,0,31,6,51,51%,32,13,4,2,101,180,141,46,4,10,1,,,,,,,,,,,,,
Noni Madueke,Forward,12,1,0.08,0,0,1,0,0,12,6,50%,0,0,0,260,21.67,0,19,,,,0,0,4,2,12,,2,4,7,5,,,,,,,,,,,,,,,,,,,,
Paris Maghoma,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Harry Maguire,Defender,16,0,,0,0,0,,,,,,0,,0,574,35.88,0,1,0%,0,37,4,0,8,0,8,75%,2,13,41,27,55,39,32,2,25,22,0,,,,,,,,,5,7,0,0,1
Riyad Mahrez,Forward,30,5,0.17,0,2,2,1,0,43,13,30%,1,4,10,"1,033",34.43,9,96,,,,2,0,16,7,30,,15,9,2,1,,,,,,,,,,,,,,,,,,,,
Kobbie Mainoo,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,8,8.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
Ainsley Maitland-Niles,Midfielder,22,0,0.00,0,0,0,0,0,1,1,100%,0,0,0,624,28.36,0,20,30%,2,27,3,0,13,0,45,53%,0,22,40,19,90,85,57,17,15,11,1,,,,,,,,,,,,,
Tyrell Malacia,Defender,22,0,,0,0,0,,,,,,1,,0,668,30.36,1,15,20%,0,19,6,0,39,3,46,72%,2,25,44,13,90,73,74,6,8,4,0,,,,,,,,,6,14,0,0,0
Sadio Mané,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Orel Mangala,Midfielder,27,1,0.04,0,1,0,0,0,9,3,33%,1,0,1,504,18.67,1,6,17%,1,13,3,0,22,0,28,71%,2,23,14,4,88,78,69,16,11,9,0,,,,,,,,,,,,,
Javier Manquillo,Defender,4,0,,0,0,0,,,,,,0,,0,25,6.25,0,1,100%,0,1,0,0,0,0,3,67%,0,1,1,0,6,3,0,0,0,0,0,,,,,,,,,0,1,0,0,0
Sékou Mara,Forward,22,1,0.05,0,1,0,0,0,17,5,29%,0,0,2,103,4.68,3,1,,,,1,0,20,3,14,,2,1,5,2,,,,,,,,,,,,,,,,,,,,
Marçal,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Marcelo Pitaluga,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Solly March,Midfielder,33,7,0.21,0,1,6,0,0,74,34,46%,0,11,7,"1,101",33.36,17,155,24%,3,69,2,0,46,12,53,58%,22,24,29,17,125,179,171,58,30,38,0,,,,,,,,,,,,,
Emiliano Marcondes,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,0%,0,1,0,0,0,0,0,0%,0,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
Pablo Marí,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Mario Lemina,Midfielder,19,0,0.00,0,0,0,0,0,9,2,22%,0,0,1,647,34.05,0,3,33%,1,27,2,1,18,1,38,63%,4,14,23,13,91,75,52,11,17,5,0,,,,,,,,,,,,,
Dilan Markanday,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Marquinhos,Forward,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,3,3.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Filip Marschall,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Anthony Martial,Forward,21,6,0.29,1,4,1,1,0,27,13,48%,0,8,2,320,15.24,2,4,,,,0,0,8,7,5,,6,1,4,4,,,,,,,,,,,,,,,,,,,,
David Martin,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Arthur Masuaku,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Tawanda Maswanhise,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Juan Mata,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jean-Philippe Mateta,Forward,29,2,0.07,0,1,1,0,0,27,7,26%,1,3,0,146,5.03,0,3,,,,3,0,16,8,7,,8,3,18,13,,,,,,,,,,,,,,,,,,,,
Matheus Cunha,Forward,17,2,0.12,0,2,0,0,0,26,7,27%,0,1,0,222,13.06,1,8,,,,1,0,20,3,7,,9,9,9,9,,,,,,,,,,,,,,,,,,,,
Matheus Nunes,Midfielder,34,1,0.03,0,1,0,0,0,28,9,32%,1,3,1,974,28.65,2,43,21%,6,81,2,1,37,2,67,64%,10,16,32,15,154,182,166,44,22,30,1,,,,,,,,,,,,,
Nemanja Matic,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Joël Matip,Defender,14,1,,1,0,0,,,,,,1,,0,879,62.79,1,1,0%,0,36,3,0,10,1,14,57%,0,21,42,30,78,48,48,4,25,23,1,,,,,,,,,3,20,1,0,0
Matthew Craig,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,6,6.00,0,0,0%,0,0,0,0,0,0,4,25%,0,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,
Remi Matthews,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Matty Longstaff,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Neal Maupay,Forward,27,1,0.04,0,1,0,0,0,32,16,50%,0,7,0,247,9.15,0,3,,,,4,0,14,1,11,,7,5,0,0,,,,,,,,,,,,,,,,,,,,
Mauro Bandeira,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Konstantinos Mavropanos,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Alfie Mawson,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Kevin Mbabu,Defender,6,0,,0,0,0,,,,,,0,,1,64,10.67,1,7,43%,0,1,1,0,4,0,3,67%,0,3,2,0,6,9,16,4,2,6,0,,,,,,,,,0,7,0,0,0
Loïc Mbe Soh,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Luke Mbete,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Bryan Mbeumo,Midfielder,38,9,0.24,0,0,9,1,0,71,33,46%,2,11,8,809,21.29,14,156,26%,7,30,5,0,27,6,26,69%,12,13,17,6,135,129,213,45,35,64,0,,,,,,,,,,,,,
Xavier Mbuyamba,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Sean McAllister,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
James McArthur,Midfielder,4,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,52,13.00,0,0,0%,1,1,0,0,0,0,1,100%,0,1,1,1,5,3,3,1,0,0,0,,,,,,,,,,,,,
James McAtee,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kasey McAteer,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Connor McAvoy,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Alfie McCalmont,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Liam McCarron,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
