Name,Position,Appearances,Clean sheets,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Shots,Shots on target,Shooting accuracy %,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Age,Season,Injury,Date of Injury,Date of return
Kieran Trippier,Defender,28,4.0,57.0,47%,1.0,2.0,24.0,47.0,31.0,0.0,162.0,125.0,99.0,16.0,31.0,17.0,10,"1,714",61.21,0.0,212.0,33%,1.0,79.0,5,0,27,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2023/24,Groin injury,26-Dec-23,5-Jan-24
Jhon Durán,Forward,23,0.0,6.0,0,0.0,3.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114,4.96,0.0,6.0,0,0.0,0.0,5,0,12,5,0.0,0.0,5.0,1.0,0.22,0.0,20.0,7.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2023/24,infection,28-Oct-23,6-Nov-23
Andros Townsend,Midfielder,21,0.0,31.0,55%,0.0,5.0,14.0,4.0,2.0,0.0,80.0,103.0,91.0,26.0,7.0,18.0,2,393,18.71,0.0,96.0,29%,1.0,7.0,3,0,10,3,0.0,1.0,2.0,0.0,0.14,1.0,21.0,10.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,broken foot,14-Dec-21,6-Jan-22
Axel Tuanzebe,Defender,9,0.0,13.0,54%,0.0,0.0,3.0,15.0,6.0,0.0,30.0,21.0,15.0,0.0,6.0,5.0,0,263,29.22,0.0,0.0,0%,0.0,17.0,2,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2020/21,Ankle injury,18-Jun-20,19-Oct-20
Mohamed Elneny,Midfielder,23,0.0,14.0,43%,0.0,2.0,24.0,20.0,7.0,0.0,92.0,35.0,62.0,4.0,8.0,24.0,0,"1,010",43.91,0.0,2.0,0%,0.0,37.0,3,0,10,1,0.0,1.0,0.0,1.0,0.04,0.0,9.0,3.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Virus,16-Nov-20,28-Nov-20
Thomas Partey,Midfielder,24,0.0,44.0,48%,0.0,7.0,23.0,15.0,6.0,0.0,140.0,112.0,83.0,28.0,23.0,18.0,2,"1,140",47.5,0.0,6.0,0%,2.0,65.0,5,0,18,0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,4.0,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Hamstring injury,4-Feb-21,22-Feb-21
Anthony Martial,Forward,8,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82,10.25,0.0,4.0,0,0.0,0.0,0,0,0,1,0.0,1.0,0.0,0.0,0.13,0.0,5.0,3.0,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Fitness,15-Oct-21,29-Oct-21
Giovani Lo Celso,Midfielder,22,0.0,22.0,59%,0.0,4.0,5.0,2.0,1.0,0.0,46.0,57.0,32.0,8.0,1.0,5.0,2,483,21.95,0.0,13.0,38%,2.0,18.0,2,0,12,2,0.0,0.0,2.0,1.0,0.09,0.0,13.0,6.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Hamstring injury,"Aug 29,2023","Oct 5,2023"
Josh Brownhill,Midfielder,35,0.0,73.0,51%,0.0,10.0,68.0,40.0,17.0,0.0,199.0,155.0,133.0,15.0,47.0,32.0,3,"1,124",32.11,0.0,53.0,36%,1.0,60.0,10,0,39,2,0.0,1.0,1.0,0.0,0.06,0.0,29.0,9.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Coronavirus,13-Dec-21,6-Jan-22
Vitinho,Defender,32,2.0,64.0,53%,1.0,12.0,12.0,43.0,16.0,0.0,109.0,136.0,143.0,25.0,20.0,22.0,2,756,23.63,0.0,56.0,9%,4.0,26.0,1,0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,knee injury,30-Aug-23,25-Sep-23
Giovani Lo Celso,Midfielder,22,0.0,22.0,59%,0.0,4.0,5.0,2.0,1.0,0.0,46.0,57.0,32.0,8.0,1.0,5.0,2,483,21.95,0.0,13.0,38%,2.0,18.0,2,0,12,2,0.0,0.0,2.0,1.0,0.09,0.0,13.0,6.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Unknown injury,"Dec 14,2023","Dec 22,2024"
Thomas Partey,Midfielder,24,0.0,43.0,67%,0.0,14.0,23.0,34.0,11.0,0.0,153.0,118.0,109.0,35.0,24.0,26.0,1,"1,205",50.21,0.0,3.0,0%,9.0,72.0,5,0,33,2,1.0,0.0,0.0,2.0,0.08,0.0,44.0,10.0,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2021/22,Ankle injury,29-Jul-21,30-Aug-21
Miguel Almirón,Midfielder,34,0.0,46.0,65%,0.0,25.0,10.0,13.0,6.0,0.0,139.0,119.0,116.0,34.0,6.0,10.0,2,932,27.41,0.0,26.0,19%,3.0,13.0,2,0,22,11,0.0,1.0,10.0,3.0,0.32,0.0,69.0,21.0,30%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2022/23,Thigh problems,15-Mar-23,15-Apr-23
Matt Doherty,Defender,15,2.0,18.0,67%,0.0,5.0,13.0,19.0,16.0,0.0,48.0,44.0,34.0,6.0,16.0,8.0,4,452,30.13,0.0,20.0,30%,4.0,14.0,0,0,11,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,Internal ligament tear,"Apr 10,2022","Jul 10,2022"
Pablo Marí,Defender,10,4.0,15.0,60%,0.0,1.0,9.0,29.0,15.0,0.0,36.0,47.0,34.0,3.0,27.0,22.0,0,629,62.9,0.0,0.0,0%,0.0,18.0,2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Calf injury,14-Jan-21,8-Feb-21
Ciaran Clark,Defender,22,3.0,24.0,58%,0.0,2.0,29.0,99.0,51.0,0.0,105.0,108.0,66.0,4.0,69.0,41.0,0,790,35.91,0.0,0.0,0%,0.0,39.0,3,0,16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,Calf injury,19-Jan-21,29-Jan-21
Sead Kolasinac,Defender,26,3.0,29.0,55%,0.0,1.0,25.0,33.0,26.0,0.0,103.0,88.0,66.0,16.0,28.0,19.0,2,900,34.62,2.0,29.0,21%,0.0,21.0,4,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,Hamstring injury,17-Nov-19,30-Nov-19
Nick Pope,Goalkeeper,32,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,839,26.22,0.0,0.0,0,0.0,279.0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114.0,0.0,11.0,31.0,4.0,28.0,136.0,251.0,28.0,2020/21,head injury,27-Nov-20,4-Dec-20
Marcus Rashford,Forward,35,0.0,20.0,0,0.0,27.0,7.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,779,22.26,0.0,24.0,0,0.0,0.0,2,0,15,17,3.0,11.0,3.0,2.0,0.49,0.0,108.0,50.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,Leg injury,11-May-23,24-May-23
Alexandre Lacazette,Forward,31,0.0,18.0,0,0.0,5.0,12.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,514,16.58,0.0,3.0,0,0.0,0.0,3,0,37,13,2.0,8.0,3.0,1.0,0.42,3.0,45.0,29.0,64%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,Dead leg,18-Apr-21,6-May-21
Nick Pope,Goalkeeper,36,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,929,25.81,0.0,0.0,0,0.0,331.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,121.0,0.0,16.0,42.0,4.0,28.0,147.0,283.0,29.0,2021/22,Coronavirus,29-Dec-21,6-Jan-22
Maxwel Cornet,Forward,26,0.0,16.0,0,0.0,9.0,10.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,377,14.5,0.0,55.0,0,0.0,0.0,2,0,20,9,1.0,2.0,6.0,0.0,0.35,0.0,47.0,22.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,hamstring injury,4-Dec-21,31-Dec-21
Matt Targett,Defender,28,4.0,52.0,56%,0.0,1.0,56.0,68.0,31.0,0.0,122.0,113.0,121.0,8.0,37.0,38.0,2,947,33.82,8.0,81.0,27%,3.0,49.0,4,0,27,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2019/20,Hamstring injury,31-Dec-19,17-Jan-20
Jesse Lingard,Midfielder,22,0.0,15.0,53%,0.0,10.0,3.0,0.0,0.0,0.0,37.0,41.0,72.0,13.0,2.0,12.0,0,391,17.77,1.0,7.0,0%,4.0,4.0,3,0,28,1,0.0,0.0,1.0,0.0,0.05,0.0,22.0,6.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,Ill,7-Sep-19,18-Sep-19
John McGinn,Midfielder,34,0.0,66.0,55%,0.0,13.0,24.0,15.0,4.0,0.0,176.0,199.0,148.0,45.0,22.0,21.0,3,970,28.53,0.0,50.0,26%,11.0,64.0,7,0,41,1,0.0,0.0,1.0,1.0,0.03,0.0,42.0,11.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2022/23,Hamstring strain,1-Jan-23,4-Feb-23
Dele Alli,Midfielder,25,0.0,34.0,47%,0.0,7.0,17.0,14.0,8.0,0.0,103.0,115.0,150.0,29.0,19.0,40.0,4,810,32.4,6.0,7.0,0%,4.0,17.0,2,0,12,8,0.0,6.0,2.0,0.0,0.32,1.0,42.0,19.0,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2019/20,Muscle injury,"Jul 3,2020","Jul 25,2020"
Aaron Hickey,Defender,9,0.0,16.0,56%,0.0,2.0,3.0,10.0,8.0,0.0,42.0,38.0,29.0,5.0,2.0,9.0,0,252,28.0,0.0,5.0,0%,1.0,9.0,5,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,Hamstring injury,2-Nov-23,2-Apr-25
Takehiro Tomiyasu,Defender,22,3.0,20.0,45%,0.0,6.0,18.0,30.0,16.0,0.0,54.0,57.0,50.0,4.0,26.0,20.0,1,608,27.64,0.0,14.0,36%,2.0,16.0,0,1,14,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2023/24,Calf injury,3-Dec-23,20-Mar-24
Alexandre Lacazette,Forward,30,0.0,31.0,0,0.0,8.0,7.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,505,16.83,4.0,15.0,0,0.0,0.0,8,0,44,10,1.0,8.0,1.0,1.0,0.33,0.0,52.0,26.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2019/20,Ankle injury,2-Sep-19,20-Oct-19
Aaron Wan-Bissaka,Defender,19,7.0,40.0,63%,1.0,7.0,22.0,35.0,18.0,0.0,73.0,72.0,58.0,17.0,13.0,17.0,0,705,37.11,0.0,14.0,21%,2.0,17.0,2,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,Back problems,12-Sep-22,25-Oct-22
Paul Pogba,Midfielder,16,0.0,20.0,45%,0.0,5.0,7.0,10.0,7.0,0.0,109.0,94.0,85.0,27.0,29.0,11.0,3,"1,034",64.63,3.0,6.0,17%,10.0,94.0,1,0,26,1,0.0,1.0,0.0,0.0,0.06,0.0,22.0,8.0,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,Ankle problems,26-Dec-19,8-Jun-20
Ben Mee,Defender,30,9.0,32.0,47%,0.0,1.0,43.0,148.0,81.0,1.0,170.0,163.0,99.0,4.0,110.0,66.0,0,"1,122",37.4,0.0,0.0,0%,0.0,110.0,3,0,15,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,head injury,14-Feb-21,21-Feb-21
Jean-Philippe Gbamin,Midfielder,2,0.0,4.0,75%,0.0,0.0,1.0,4.0,3.0,0.0,8.0,11.0,10.0,2.0,3.0,2.0,0,70,35.0,0.0,0.0,0%,0.0,2.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2019/20,"hamstring injury, archilles tendon rupture and inner ligament injury",18-Aug-19,30-Jun-21
Shandon Baptiste,Midfielder,10,0.0,4.0,100%,0.0,0.0,3.0,5.0,3.0,0.0,17.0,13.0,18.0,6.0,3.0,6.0,1,86,8.6,0.0,3.0,67%,0.0,4.0,1,0,3,1,0.0,1.0,0.0,0.0,0.1,0.0,2.0,2.0,100%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Shoulder injury,25-Aug-23,11-Nov-23
Fabian Delph,Midfielder,11,0.0,18.0,83%,0.0,2.0,14.0,10.0,5.0,0.0,61.0,34.0,27.0,5.0,5.0,4.0,0,306,27.82,0.0,1.0,0%,2.0,28.0,2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2021/22,hamstring injury,21-Jan-22,5-Apr-22
Elliot Anderson,Midfielder,21,0.0,24.0,75%,0.0,5.0,8.0,20.0,11.0,0.0,60.0,83.0,87.0,21.0,19.0,14.0,2,416,19.81,0.0,19.0,16%,4.0,4.0,3,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2023/24,Back injury,23-Oct-23,25-Feb-24
Jacob Ramsey,Midfielder,16,0.0,16.0,50%,0.0,4.0,3.0,7.0,2.0,0.0,42.0,41.0,52.0,8.0,5.0,3.0,1,310,19.38,0.0,11.0,18%,3.0,0.0,2,0,7,1,0.0,1.0,0.0,0.0,0.06,0.0,19.0,5.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Foot injury,4-Oct-23,24-Nov-23
Gabriel Martinelli,Forward,36,0.0,31.0,58%,0.0,24.0,9.0,10.0,4.0,0.0,103.0,142.0,226.0,60.0,15.0,64.0,5,977,27.14,0.0,113.0,16%,8.0,36.0,3,0,39,15,3.0,8.0,4.0,3.0,0.42,0.0,79.0,32.0,41%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2022/23,Ankle injury,14-May-23,1-Jun-23
Sean Longstaff,Midfielder,23,0.0,35.0,54%,0.0,7.0,19.0,20.0,7.0,0.0,73.0,85.0,93.0,7.0,17.0,21.0,1,631,27.43,2.0,33.0,24%,1.0,34.0,2,1,17,1,0.0,0.0,1.0,0.0,0.04,0.0,25.0,7.0,28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2019/20,Hamstring injury,1-Jul-20,25-Jul-20
Donny van de Beek,Midfielder,15,0.0,21.0,52%,0.0,3.0,8.0,5.0,2.0,0.0,42.0,36.0,43.0,4.0,8.0,7.0,0,275,18.33,0.0,6.0,0%,2.0,3.0,1,0,9,2,1.0,0.0,1.0,0.0,0.13,0.0,7.0,2.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,thigh problems,31-Mar-22,16-May-22
Jacob Ramsey,Midfielder,16,0.0,16.0,50%,0.0,4.0,3.0,7.0,2.0,0.0,42.0,41.0,52.0,8.0,5.0,3.0,1,310,19.38,0.0,11.0,18%,3.0,0.0,2,0,7,1,0.0,1.0,0.0,0.0,0.06,0.0,19.0,5.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Toe injury,3-Mar-24,Present
Bernd Leno,Goalkeeper,30,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,800,26.67,0.0,0.0,0,0.0,74.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,113.0,1.0,17.0,17.0,11.0,15.0,185.0,253.0,28.0,2019/20,Ligament stretching,21-Jun-20,27-Aug-20
Joe Willock,Midfielder,29,0.0,64.0,58%,0.0,10.0,21.0,8.0,3.0,0.0,121.0,142.0,151.0,36.0,16.0,24.0,0,544,18.76,0.0,16.0,19%,1.0,17.0,0,0,34,2,0.0,2.0,0.0,0.0,0.07,0.0,35.0,11.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2021/22,Coronavirus,21-Dec-21,31-Dec-21
Eric Dier,Defender,35,16.0,15.0,60%,0.0,3.0,27.0,141.0,91.0,1.0,131.0,95.0,76.0,1.0,70.0,54.0,0,"2,325",66.43,0.0,1.0,100%,5.0,128.0,1,0,12,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Thigh Problems,"Jan 3,2022","Jan 20,2022"
Chris Wood,Forward,33,0.0,12.0,0,0.0,14.0,1.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,653,19.79,0.0,7.0,0,0.0,0.0,0,0,38,12,2.0,9.0,0.0,3.0,0.36,2.0,70.0,39.0,56%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,hamstring strain,1-Feb-21,18-Feb-21
Bernard,Forward,27,0.0,32.0,0,0.0,5.0,16.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,540,20.0,3.0,36.0,0,0.0,0.0,2,0,19,3,0.0,3.0,0.0,1.0,0.11,0.0,12.0,5.0,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,ill,26-Sep-19,4-Oct-19
Richarlison,Forward,30,0.0,40.0,0,0.0,26.0,12.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,524,17.47,0.0,38.0,0,0.0,0.0,9,0,36,10,2.0,6.0,2.0,2.0,0.33,3.0,72.0,23.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,knee injury,13-Sep-21,22-Oct-21
Morgan Schneiderlin,Midfielder,15,0.0,31.0,71%,0.0,1.0,21.0,19.0,9.0,0.0,55.0,52.0,48.0,3.0,17.0,11.0,0,561,37.4,0.0,8.0,13%,1.0,54.0,4,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2019/20,calf strain,8-Dec-19,4-Jan-20
Anthony Martial,Forward,21,0.0,5.0,0,0.0,6.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,320,15.24,0.0,4.0,0,0.0,0.0,0,0,8,6,1.0,4.0,1.0,0.0,0.29,1.0,27.0,13.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2022/23,Back injury,10-Oct-22,31-Oct-22
Emiliano Martínez,Goalkeeper,36,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,937,26.03,0.0,0.0,0,0.0,173.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95.0,0.0,3.0,30.0,7.0,11.0,162.0,275.0,29.0,2021/22,Knee problems,20-May-22,29-May-22
David Luiz,Defender,20,3.0,12.0,75%,1.0,5.0,16.0,49.0,29.0,0.0,64.0,55.0,31.0,3.0,35.0,14.0,0,998,49.9,0.0,9.0,0%,3.0,71.0,1,1,15,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2020/21,Neck injury,11-Sep-20,18-Sep-20
Luke Shaw,Defender,20,3.0,21.0,62%,0.0,1.0,9.0,17.0,9.0,0.0,95.0,64.0,75.0,7.0,20.0,15.0,3,924,46.2,0.0,109.0,27%,3.0,31.0,8,0,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Coronavirus,2-Mar-22,16-Mar-22
Joe Willock,Midfielder,9,0.0,13.0,54%,0.0,1.0,1.0,1.0,1.0,0.0,26.0,24.0,28.0,7.0,1.0,1.0,0,153,17.0,0.0,6.0,17%,1.0,9.0,0,0,3,1,1.0,0.0,0.0,0.0,0.11,0.0,7.0,4.0,57%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Achilles tendon problems,24-Nov-23,23-Feb-24
DeAndre Yedlin,Defender,16,1.0,18.0,72%,0.0,0.0,10.0,16.0,6.0,1.0,38.0,36.0,39.0,1.0,8.0,13.0,0,246,15.38,0.0,28.0,21%,0.0,13.0,3,0,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Groin problems,28-Apr-19,28-Sep-19
Erik Pieters,Defender,12,4.0,28.0,54%,0.0,3.0,10.0,37.0,24.0,0.0,53.0,48.0,36.0,3.0,12.0,7.0,1,254,21.17,0.0,14.0,14%,1.0,14.0,1,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2021/22,knee injury,26-Feb-22,2-May-22
Youri Tielemans,Midfielder,32,0.0,41.0,49%,0.0,5.0,15.0,8.0,4.0,0.0,97.0,98.0,86.0,15.0,13.0,9.0,6,907,28.34,0.0,31.0,6%,17.0,36.0,3,0,22,2,0.0,2.0,0.0,2.0,0.06,0.0,14.0,6.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Groin injury,27-Apr-24,10-Jun-24
Jadon Sancho,Forward,29,0.0,14.0,0,0.0,9.0,15.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,935,32.24,0.0,28.0,0,0.0,0.0,0,0,4,3,0.0,3.0,0.0,0.0,0.1,0.0,26.0,9.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2021/22,Tonsillitis,26-Apr-22,8-May-22
Granit Xhaka,Midfielder,31,0.0,50.0,52%,0.0,8.0,24.0,36.0,19.0,0.0,203.0,134.0,121.0,8.0,39.0,36.0,2,"2,189",70.61,0.0,12.0,25%,3.0,130.0,7,1,39,1,0.0,0.0,1.0,0.0,0.03,0.0,21.0,7.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Groin injury,6-May-21,16-May-21
Jesse Lingard,Midfielder,22,0.0,15.0,53%,0.0,10.0,3.0,0.0,0.0,0.0,37.0,41.0,72.0,13.0,2.0,12.0,0,391,17.77,1.0,7.0,0%,4.0,4.0,3,0,28,1,0.0,0.0,1.0,0.0,0.05,0.0,22.0,6.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,Hamstring injury,4-Oct-19,23-Oct-19
Emerson Royal,Defender,26,7.0,54.0,61%,0.0,4.0,18.0,65.0,36.0,0.0,102.0,130.0,88.0,15.0,28.0,27.0,1,862,33.15,0.0,46.0,13%,2.0,34.0,2,1,21,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,Knee injury,"Mar 25,2023","May 1,2023"
Jamaal Lascelles,Defender,24,7.0,14.0,21%,0.0,2.0,28.0,115.0,68.0,1.0,128.0,109.0,82.0,4.0,74.0,49.0,0,847,35.29,0.0,0.0,0%,0.0,53.0,5,0,22,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Knee injury,9-Nov-19,13-Jan-20
Tino Livramento,Defender,26,1.0,23.0,57%,0.0,2.0,25.0,37.0,17.0,1.0,85.0,80.0,48.0,17.0,12.0,8.0,0,675,25.96,0.0,26.0,19%,0.0,13.0,1,0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2023/24,Ankle injury,14-May-24,27-May-24
Matt Doherty,Defender,17,3.0,29.0,52%,0.0,2.0,23.0,36.0,26.0,0.0,57.0,95.0,84.0,5.0,49.0,25.0,2,676,39.76,0.0,31.0,26%,0.0,21.0,2,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Coronavirus,"Nov 16,2020","Nov 25,2020"
Mikkel Damsgaard,Midfielder,23,0.0,29.0,59%,0.0,3.0,11.0,10.0,5.0,0.0,57.0,58.0,70.0,9.0,12.0,11.0,2,394,17.13,0.0,29.0,10%,10.0,23.0,2,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,Knee surgery,29-Sep-23,5-Dec-23
Harry Kane,Forward,35,0.0,22.0,0,0.0,28.0,11.0,39.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,908,25.94,0.0,38.0,0,0.0,0.0,1,0,26,23,4.0,16.0,3.0,9.0,0.66,4.0,137.0,53.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Ankle sprain,"Apr 16,2021","Apr 22,2021"
