Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Bruno Guimarães,Midfielder,17,,,44,52%,,6,9,12,3,,81,106,86,22,4,9,,0,1,505,29.71,3,12,42%,4,44,4,0,13,4,5,1,4,0,0,0.29,0,0,23,12,52%,1,,,,,,,,
Bruno Jordão,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Lewis Brunt,Defender,1,0,1,0,0%,0,0,0,0,0,0,2,1,3,1,0,1,0,0,0,21,21.00,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Emiliano Buendía,Midfielder,35,,,38,47%,,13,9,9,4,,110,141,147,40,19,35,,0,6,851,24.31,8,34,15%,21,27,1,0,17,3,4,1,3,0,0,0.11,0,0,44,13,30%,3,,,,,,,,
Dan Burn,Defender,29,9,30,38,61%,0,4,44,144,88,0,129,144,97,0,100,52,0,0,1,"1,220",42.07,2,1,0%,0,47,8,0,26,5,1,1,0,0,0,,,,,,,,,,,,,,,
Finley Burns,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jack Butland,Goalkeeper,9,1,13,,,,,,,,,,,,,,,0,0,0,247,27.44,,,,,31,0,0,0,,0,,,,,,,,,,,,17,1,7,11,2,3,40,66
Jack Bycroft,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Sam Byram,Defender,15,2,27,24,63%,1,2,22,45,26,0,57,59,55,3,28,29,0,0,0,441,29.40,0,9,0%,0,11,3,0,12,0,0,0,0,0,1,,,,,,,,,,,,,,,
Willy Caballero,Goalkeeper,2,0,5,,,,,,,,,,,,,,,0,0,0,60,30.00,,,,,19,1,0,0,,0,,,,,,,,,,,,6,0,1,1,0,1,0,13
Gary Cahill,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jake Cain,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Callum Rowe,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Callum Wright,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Dominic Calvert-Lewin,Forward,17,,,11,,,6,3,12,9,,,,,,,,,,2,277,16.29,3,2,,,,2,0,17,4,5,2,2,0,2,0.29,2,0,33,13,39%,3,,,,,,,,
Leonardo Campana,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Vontae Campbell,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Sergi Canós,Midfielder,31,,,56,45%,,10,22,35,12,,183,103,132,23,9,27,,0,2,668,21.55,3,87,16%,5,27,6,1,28,5,3,1,2,0,0,0.10,0,0,33,13,39%,2,,,,,,,,
Todd Cantwell,Midfielder,8,,,15,87%,,1,3,2,0,,22,35,32,5,3,4,,0,0,151,18.88,0,3,0%,4,5,2,0,4,2,0,0,0,0,0,0.00,0,0,5,0,0%,0,,,,,,,,
Elia Caprile,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Carlos Vinícius,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Andy Carroll,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Scott Carson,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Cameron Carter-Vickers,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Oliver Casey,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Matty Cash,Defender,38,10,50,89,56%,0,9,49,82,41,2,190,202,170,33,42,45,0,0,3,"1,219",32.08,3,98,19%,2,53,8,0,38,2,4,1,1,2,0,,,,,,,,,,,,,,,
Timothy Castagne,Defender,27,4,30,67,46%,0,1,29,46,33,0,102,119,93,6,39,38,0,1,0,"1,102",40.81,1,40,25%,0,34,1,0,15,1,1,0,1,0,0,,,,,,,,,,,,,,,
Craig Cathcart,Defender,31,3,55,32,47%,0,1,28,129,65,1,127,84,64,0,48,34,0,1,1,903,29.13,2,4,25%,0,85,3,0,13,0,0,0,0,0,0,,,,,,,,,,,,,,,
Edinson Cavani,Forward,15,,,4,,,4,2,5,3,,,,,,,,,,1,230,15.33,1,2,,,,0,0,7,6,2,0,2,0,1,0.13,0,0,18,8,44%,6,,,,,,,,
Dani Ceballos,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Cédric Soares,Defender,21,3,27,38,68%,0,6,16,30,14,0,79,64,66,8,12,27,0,1,1,874,41.62,2,100,21%,1,32,3,0,15,3,1,0,1,0,0,,,,,,,,,,,,,,,
Kallum Cesay,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Trevoh Chalobah,Defender,20,9,9,40,68%,1,0,19,42,17,1,74,96,62,10,33,28,0,1,1,"1,270",63.50,0,4,0%,3,44,2,0,19,0,3,2,1,0,0,,,,,,,,,,,,,,,
Calum Chambers,Defender,13,3,16,21,52%,0,2,5,49,22,0,63,52,46,0,28,26,0,0,0,560,43.08,0,5,40%,1,35,1,0,14,0,1,0,1,0,0,,,,,,,,,,,,,,,
Shea Charles,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kgaogelo Chauke,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Dan Chesters,Midfielder,1,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ben Chilwell,Defender,7,4,2,8,38%,0,4,4,14,7,0,32,33,29,3,7,10,0,0,1,270,38.57,1,32,22%,0,5,0,0,10,2,3,0,0,3,1,,,,,,,,,,,,,,,
Chiquinho,Forward,8,,,9,67%,,1,2,1,0,,17,31,28,10,4,5,,0,3,75,9.38,2,25,28%,0,2,0,0,9,0,0,0,0,0,0,0.00,0,0,5,2,40%,1,,,,,,,,
Tahith Chong,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Hamza Choudhury,Midfielder,6,,,9,33%,,0,12,10,2,,15,26,11,2,10,2,,0,0,149,24.83,0,0,0%,0,7,1,0,4,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Ben Chrisene,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Andreas Christensen,Defender,19,9,11,14,57%,0,0,29,51,25,0,110,73,53,4,49,39,0,1,0,"1,321",69.53,0,1,100%,1,60,2,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,
Christian Marques,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Carney Chukwuemeka,Midfielder,12,,,7,14%,,3,2,2,1,,16,29,24,6,7,9,,0,1,120,10.00,1,0,0%,0,2,0,0,3,0,0,0,0,0,0,0.00,0,0,4,1,25%,1,,,,,,,,
Dennis Cirkin,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ciaran Clark,Defender,13,0,26,13,77%,0,1,13,41,19,0,49,48,28,4,26,15,0,1,1,364,28.00,0,1,100%,0,15,2,1,6,1,0,0,0,0,0,,,,,,,,,,,,,,,
Harry Clarke,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jake Clarke-Salter,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Leighton Clarkson,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Tom Cleverley,Midfielder,28,,,37,54%,,4,18,18,9,,81,73,91,3,14,30,,2,2,596,21.29,2,54,31%,1,24,2,0,28,2,0,0,0,0,0,0.00,0,0,12,7,58%,0,,,,,,,,
Nathaniel Clyne,Defender,16,6,12,21,48%,0,0,15,30,8,0,73,40,26,4,10,7,0,0,1,558,34.88,0,17,18%,1,15,1,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
Conor Coady,Defender,38,11,43,31,45%,2,4,28,139,63,3,162,65,57,1,32,24,0,0,0,"1,687",44.39,0,2,0%,2,145,5,0,20,2,4,3,0,1,0,,,,,,,,,,,,,,,
Alex Cochrane,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Séamus Coleman,Defender,30,7,50,61,59%,1,3,32,74,37,0,188,137,89,34,25,23,1,2,0,951,31.70,0,41,32%,0,53,4,0,14,2,1,1,0,0,0,,,,,,,,,,,,,,,
Nathan Collins,Defender,19,5,25,37,41%,1,3,24,81,38,2,128,111,66,5,59,32,0,0,0,630,33.16,3,3,33%,1,46,2,1,20,4,2,1,1,0,0,,,,,,,,,,,,,,,
Aaron Connolly,Forward,4,,,0,,,1,0,0,0,,,,,,,,,,0,19,4.75,1,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,2,0,0%,1,,,,,,,,
Kamil Conteh,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Liam Cooper,Defender,21,5,26,41,56%,0,1,43,72,35,0,118,135,75,3,82,44,0,0,1,"1,175",55.95,0,1,0%,1,59,5,0,19,2,0,0,0,0,0,,,,,,,,,,,,,,,
Theo Corbeanu,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jack Cork,Midfielder,20,,,20,30%,,3,17,27,12,,96,63,91,7,26,21,,0,0,565,28.25,0,8,38%,0,25,4,0,31,1,1,1,0,0,0,0.05,0,0,7,2,29%,0,,,,,,,,
Maxwel Cornet,Forward,26,,,16,,,9,10,13,8,,,,,,,,,,1,377,14.50,2,55,,,,2,0,20,26,9,1,2,6,0,0.35,0,1,47,22,47%,5,,,,,,,,
Dara Costelloe,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ben Cottrell,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Vladimír Coufal,Defender,28,5,35,45,56%,0,3,22,57,26,0,131,108,104,15,33,35,1,0,4,"1,046",37.36,4,107,18%,0,36,3,1,29,2,0,0,0,0,0,,,,,,,,,,,,,,,
Conor Coventry,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Matthew Cox,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Michael Craig,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Charlie Cresswell,Defender,5,0,4,5,40%,0,0,2,6,5,0,6,11,6,0,6,3,0,0,0,104,20.80,0,1,0%,0,4,1,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,
Kane Crichlow,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Cristiano Ronaldo,Forward,30,,,8,,,30,2,29,27,,,,,,,,,,3,879,29.30,7,15,,,,8,0,16,33,18,2,14,2,2,0.60,3,1,110,43,39%,13,,,,,,,,
Marc Cucurella,Defender,35,8,39,93,67%,1,4,30,65,30,2,247,191,132,28,40,36,0,0,1,"1,901",54.31,3,115,25%,5,54,6,0,28,3,1,0,0,1,0,,,,,,,,,,,,,,,
Tiago Çukur,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jamie Cumming,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Luke Cundle,Midfielder,4,,,4,75%,,0,1,1,0,,12,5,7,0,0,2,,0,0,103,25.75,1,2,0%,2,6,0,0,3,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Patrick Cutrone,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Renat Dadashov,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Pontus Dahlberg,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Patson Daka,Forward,23,,,15,,,5,2,8,5,,,,,,,,,,3,220,9.57,2,1,,,,2,0,17,7,5,0,3,2,1,0.22,0,0,26,16,62%,4,,,,,,,,
Sam Dalby,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Stuart Dallas,Defender,34,4,66,93,59%,0,12,57,56,28,2,219,184,154,29,32,34,0,1,1,"1,352",39.76,5,101,25%,7,56,5,0,33,2,1,0,0,1,2,,,,,,,,,,,,,,,
Henrik Dalsgaard,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Daniel Podence,Midfielder,26,,,18,61%,,14,10,0,0,,79,80,103,35,2,17,,0,3,576,22.15,7,50,24%,8,25,2,0,8,3,2,0,1,1,1,0.08,0,0,35,15,43%,1,,,,,,,,
Luke Daniels,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Scott Dann,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Karl Darlow,Goalkeeper,8,0,15,,,,,,,,,,,,,,,0,1,0,221,27.63,,,,,78,1,0,1,,0,,,,,,,,,,,,24,0,3,4,3,2,28,62
Josh Dasilva,Midfielder,9,,,2,50%,,1,1,6,2,,23,15,15,7,3,1,,0,0,87,9.67,0,4,25%,0,1,0,1,4,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
David Luiz,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tom Davies,Midfielder,6,,,3,33%,,3,2,8,3,,9,11,10,2,3,2,,0,0,81,13.50,0,0,0%,1,1,1,0,4,0,1,0,1,0,0,0.17,0,0,6,2,33%,0,,,,,,,,
Keinan Davis,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,3,3.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Craig Dawson,Defender,34,5,42,29,59%,1,6,29,138,84,0,113,138,108,4,94,55,0,0,2,"1,276",37.53,2,1,0%,0,103,4,1,39,1,2,1,0,0,1,,,,,,,,,,,,,,,
Laurens De Bock,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Lucas De Bolle,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kevin De Bruyne,Midfielder,30,,,32,50%,,22,6,16,11,,114,101,108,31,12,18,,0,8,"1,358",45.27,16,180,17%,20,73,2,0,21,4,15,0,6,9,4,0.50,0,0,78,31,40%,0,,,,,,,,
David de Gea,Goalkeeper,38,8,57,,,,,,,,,,,,,,,0,1,0,788,20.74,,,,,116,0,0,0,,0,,,,,,,,,,,,128,2,10,8,5,7,134,299
Troy Deeney,Forward,2,,,0,,,0,0,2,2,,,,,,,,,,0,7,3.50,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,2,0,0%,0,,,,,,,,
Liam Delap,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,1,1.00,0,0,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Tom Dele-Bashiru,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Fabian Delph,Midfielder,11,,,18,83%,,2,14,10,5,,61,34,27,5,5,4,,0,0,306,27.82,0,1,0%,2,28,2,0,8,0,0,0,0,0,0,0.00,0,0,2,0,0%,0,,,,,,,,
Lars Dendoncker,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Emmanuel Dennis,Forward,33,,,51,,,16,15,12,9,,,,,,,,,,6,575,17.42,7,39,,,,7,1,59,12,10,3,6,1,1,0.30,0,0,60,26,43%,5,,,,,,,,
Halil Dervisoglu,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Alfie Devine,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kiernan Dewsbury-Hall,Midfielder,28,,,39,62%,,9,21,23,10,,155,114,128,30,16,23,,0,2,"1,148",41.00,3,86,10%,5,32,4,0,20,0,1,0,0,1,0,0.04,0,0,21,3,14%,1,,,,,,,,
Amad Diallo,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Luis Díaz,Forward,13,,,9,,,15,4,2,1,,,,,,,,,,3,439,33.77,2,14,,,,0,0,14,3,4,1,2,1,0,0.31,0,0,38,13,34%,3,,,,,,,,
Tyler Dibling,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Thomas Dickson-Peters,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Diego Rosa,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Eric Dier,Defender,35,16,30,15,60%,0,3,27,141,91,1,131,95,76,1,70,54,1,0,0,"2,325",66.43,3,1,100%,5,128,1,0,12,0,0,0,0,0,2,,,,,,,,,,,,,,,
Lucas Digne,Defender,29,7,42,46,63%,0,7,37,62,36,1,160,129,121,11,49,36,1,0,4,"1,109",38.24,3,172,24%,1,23,6,0,33,3,0,0,0,0,0,,,,,,,,,,,,,,,
Diogo Dalot,Defender,24,5,29,55,75%,0,1,29,56,32,2,151,105,77,17,29,17,0,0,0,961,40.04,0,58,26%,2,71,4,0,18,1,0,0,0,0,2,,,,,,,,,,,,,,,
Diogo Jota,Forward,35,,,39,,,19,6,6,4,,,,,,,,,,4,744,21.26,7,21,,,,3,0,41,5,15,4,5,6,1,0.43,0,0,90,33,37%,14,,,,,,,,
Issa Diop,Defender,13,2,19,10,80%,0,0,7,42,24,0,55,31,30,0,16,17,0,0,1,477,36.69,1,0,0%,2,16,0,0,5,1,0,0,0,0,0,,,,,,,,,,,,,,,
Elijah Dixon-Bonner,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Moussa Djenepo,Midfielder,12,,,9,33%,,3,2,5,3,,28,32,51,12,2,9,,0,0,140,11.67,0,6,33%,1,1,3,0,9,0,0,0,0,0,0,0.00,0,0,11,1,9%,1,,,,,,,,
Lewis Dobbin,Forward,3,,,2,,,0,0,0,0,,,,,,,,,,0,8,2.67,0,0,,,,1,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Owen Dodgson,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Matt Doherty,Defender,15,2,11,18,67%,0,5,13,19,16,0,48,44,34,6,16,8,0,0,4,452,30.13,3,20,30%,4,14,0,0,11,0,2,1,1,0,0,,,,,,,,,,,,,,,
Domingos Quina,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Abdoulaye Doucouré,Midfielder,30,,,75,57%,,13,28,30,14,,213,147,156,21,35,37,,0,4,"1,083",36.10,3,11,9%,3,31,6,0,39,1,2,0,2,0,1,0.07,0,0,34,11,32%,1,,,,,,,,
Douglas Luiz,Midfielder,34,,,59,66%,,8,34,22,6,,183,150,153,24,26,32,,0,3,"1,452",42.71,2,83,24%,7,53,7,0,37,0,2,0,0,2,0,0.06,0,0,23,8,35%,0,,,,,,,,
Kieran Dowell,Midfielder,19,,,18,39%,,1,7,4,0,,37,37,92,7,8,29,,0,1,293,15.42,2,38,24%,3,10,0,0,19,0,1,1,0,0,0,0.05,0,0,8,2,25%,2,,,,,,,,
Tommy Doyle,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Cody Drameh,Defender,3,0,6,4,50%,0,0,1,3,0,0,3,7,7,2,1,1,0,0,0,55,18.33,0,2,50%,0,2,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
Danny Drinkwater,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Anthony Driscoll-Glennon,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Josip Drmic,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Martin Dúbravka,Goalkeeper,26,8,35,,,,,,,,,,,,,,,0,0,0,753,28.96,,,,,224,1,0,0,,0,,,,,,,,,,,,73,0,4,17,3,9,88,236
Shane Duffy,Defender,18,4,19,15,80%,0,6,16,75,55,1,68,86,47,1,65,27,0,0,0,"1,029",57.17,0,1,100%,0,65,7,0,15,1,1,1,0,0,0,,,,,,,,,,,,,,,
Paul Dummett,Defender,3,0,1,7,43%,0,0,3,5,4,0,5,15,8,0,5,2,0,0,0,52,17.33,0,3,0%,0,1,2,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
